Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-29 14:30:00-04:00,234.72999572753906,234.7449951171875,234.4199981689453,234.61000061035156,234.61000061035156,0
2021-03-29 14:35:00-04:00,234.61500549316406,234.7949981689453,234.44000244140625,234.4600067138672,234.4600067138672,116999
2021-03-29 14:40:00-04:00,234.47999572753906,234.61000061035156,234.3300018310547,234.3800048828125,234.3800048828125,123651
2021-03-29 14:45:00-04:00,234.3699951171875,234.91000366210938,234.36000061035156,234.72999572753906,234.72999572753906,167884
2021-03-29 14:50:00-04:00,234.75999450683594,235.0,234.5,234.77999877929688,234.77999877929688,232463
2021-03-29 14:55:00-04:00,234.75,234.75999450683594,234.25999450683594,234.4499969482422,234.4499969482422,184900
2021-03-29 15:00:00-04:00,234.47000122070312,234.92999267578125,234.47000122070312,234.72000122070312,234.72000122070312,217079
2021-03-29 15:05:00-04:00,234.72000122070312,234.74000549316406,234.4600067138672,234.5399932861328,234.5399932861328,130906
2021-03-29 15:10:00-04:00,234.52000427246094,234.7899932861328,234.37620544433594,234.55999755859375,234.55999755859375,220162
2021-03-29 15:15:00-04:00,234.55999755859375,234.67999267578125,234.47999572753906,234.6300048828125,234.6300048828125,165207
2021-03-29 15:20:00-04:00,234.6300048828125,234.8699951171875,234.49000549316406,234.8300018310547,234.8300018310547,186016
2021-03-29 15:25:00-04:00,234.82000732421875,234.9199981689453,234.66000366210938,234.72999572753906,234.72999572753906,139536
2021-03-29 15:30:00-04:00,234.74000549316406,234.98500061035156,234.67999267578125,234.8350067138672,234.8350067138672,199362
2021-03-29 15:35:00-04:00,234.8350067138672,235.22999572753906,234.8300018310547,235.16000366210938,235.16000366210938,182198
2021-03-29 15:40:00-04:00,235.16000366210938,235.19000244140625,234.72000122070312,234.77000427246094,234.77000427246094,216866
2021-03-29 15:45:00-04:00,234.77000427246094,235.17999267578125,234.67999267578125,234.91000366210938,234.91000366210938,210335
2021-03-29 15:50:00-04:00,234.89999389648438,235.2100067138672,234.5500030517578,234.75,234.75,499595
2021-03-29 15:55:00-04:00,234.75,235.30999755859375,234.61000061035156,235.27000427246094,235.27000427246094,820349
2021-03-30 09:30:00-04:00,233.52499389648438,233.85000610351562,232.4600067138672,232.73899841308594,232.73899841308594,967673
2021-03-30 09:35:00-04:00,232.5,232.75,232.32000732421875,232.55499267578125,232.55499267578125,465099
2021-03-30 09:40:00-04:00,232.52000427246094,232.60000610351562,231.66000366210938,231.82989501953125,231.82989501953125,530727
2021-03-30 09:45:00-04:00,232.0,232.11000061035156,231.7899932861328,231.83999633789062,231.83999633789062,422540
2021-03-30 09:50:00-04:00,231.75,232.27999877929688,231.57000732421875,232.25,232.25,565993
2021-03-30 09:55:00-04:00,232.25,232.3300018310547,231.97999572753906,232.25999450683594,232.25999450683594,417117
2021-03-30 10:00:00-04:00,232.25,232.69000244140625,232.0399932861328,232.52999877929688,232.52999877929688,501117
2021-03-30 10:05:00-04:00,232.55999755859375,232.63999938964844,232.27000427246094,232.4600067138672,232.4600067138672,301160
2021-03-30 10:10:00-04:00,232.4600067138672,232.89999389648438,232.39999389648438,232.6199951171875,232.6199951171875,273075
2021-03-30 10:15:00-04:00,232.61000061035156,232.6300048828125,231.5500030517578,231.57000732421875,231.57000732421875,422459
2021-03-30 10:20:00-04:00,231.57989501953125,231.5800018310547,231.10000610351562,231.22999572753906,231.22999572753906,580933
2021-03-30 10:25:00-04:00,231.24000549316406,231.8300018310547,231.11000061035156,231.8300018310547,231.8300018310547,390414
2021-03-30 10:30:00-04:00,231.8300018310547,232.1300048828125,231.63499450683594,231.9199981689453,231.9199981689453,316152
2021-03-30 10:35:00-04:00,231.91000366210938,232.16000366210938,231.74000549316406,231.85000610351562,231.85000610351562,219793
2021-03-30 10:40:00-04:00,231.8300018310547,232.69000244140625,231.77000427246094,232.61000061035156,232.61000061035156,373120
2021-03-30 10:45:00-04:00,232.61000061035156,232.6300048828125,232.25,232.41000366210938,232.41000366210938,224151
2021-03-30 10:50:00-04:00,232.41000366210938,232.4499969482422,232.0937957763672,232.10000610351562,232.10000610351562,252455
2021-03-30 10:55:00-04:00,232.0959930419922,232.125,231.84500122070312,231.9499969482422,231.9499969482422,231073
2021-03-30 11:00:00-04:00,231.9600067138672,232.3000030517578,231.8800048828125,231.89999389648438,231.89999389648438,256787
2021-03-30 11:05:00-04:00,231.8972930908203,231.9250030517578,231.6199951171875,231.8699951171875,231.8699951171875,238917
2021-03-30 11:10:00-04:00,231.88999938964844,232.03500366210938,231.61000061035156,231.7100067138672,231.7100067138672,328830
2021-03-30 11:15:00-04:00,231.7100067138672,231.97430419921875,231.7100067138672,231.85000610351562,231.85000610351562,201332
2021-03-30 11:20:00-04:00,231.85499572753906,231.9600067138672,231.63999938964844,231.91000366210938,231.91000366210938,245924
2021-03-30 11:25:00-04:00,231.90499877929688,232.14999389648438,231.83999633789062,231.9199981689453,231.9199981689453,232628
2021-03-30 11:30:00-04:00,231.9199981689453,232.32000732421875,231.85000610351562,232.1800994873047,232.1800994873047,225284
2021-03-30 11:35:00-04:00,232.17999267578125,232.55499267578125,232.13999938964844,232.5500030517578,232.5500030517578,293836
2021-03-30 11:40:00-04:00,232.55999755859375,232.68499755859375,232.2899932861328,232.41000366210938,232.41000366210938,289440
2021-03-30 11:45:00-04:00,232.42999267578125,232.63999938964844,232.1199951171875,232.1999969482422,232.1999969482422,280213
2021-03-30 11:50:00-04:00,232.2100067138672,232.30999755859375,232.02000427246094,232.0850067138672,232.0850067138672,190483
2021-03-30 11:55:00-04:00,232.07000732421875,232.11000061035156,231.8699951171875,231.98500061035156,231.98500061035156,215686
2021-03-30 12:00:00-04:00,231.97999572753906,232.05999755859375,231.83999633789062,232.05499267578125,232.05499267578125,203837
2021-03-30 12:05:00-04:00,232.02999877929688,232.1999969482422,231.9199981689453,231.9949951171875,231.9949951171875,241762
2021-03-30 12:10:00-04:00,232.00999450683594,232.02000427246094,231.75,231.8699951171875,231.8699951171875,201440
2021-03-30 12:15:00-04:00,231.86000061035156,231.86500549316406,231.63999938964844,231.6699981689453,231.6699981689453,172332
2021-03-30 12:20:00-04:00,231.66000366210938,231.9199981689453,231.5800018310547,231.7899932861328,231.7899932861328,182661
2021-03-30 12:25:00-04:00,231.80999755859375,231.89999389648438,231.75999450683594,231.84500122070312,231.84500122070312,113413
2021-03-30 12:30:00-04:00,231.8300018310547,232.0500030517578,231.77000427246094,231.8249969482422,231.8249969482422,162580
2021-03-30 12:35:00-04:00,231.8300018310547,232.02999877929688,231.6699981689453,231.8699951171875,231.8699951171875,163334
2021-03-30 12:40:00-04:00,231.87989807128906,231.9199981689453,231.65359497070312,231.66000366210938,231.66000366210938,182517
2021-03-30 12:45:00-04:00,231.66000366210938,231.89500427246094,231.64999389648438,231.83799743652344,231.83799743652344,102139
2021-03-30 12:50:00-04:00,231.8300018310547,232.0749969482422,231.66000366210938,232.00999450683594,232.00999450683594,184274
2021-03-30 12:55:00-04:00,232.0048065185547,232.11000061035156,231.8300018310547,231.8300018310547,231.8300018310547,141200
