date,open,high,low,close
1619880900000.0,0.1285,0.12858,0.1284,0.12848
1619881200000.0,0.12847,0.12867,0.12818,0.12832
1619881500000.0,0.12833,0.12839,0.12792,0.12814
1619881800000.0,0.12813,0.12819,0.12781,0.12788
1619882100000.0,0.12788,0.1285,0.12783,0.1285
1619882400000.0,0.12848,0.1286,0.12805,0.12805
1619882700000.0,0.12805,0.12812,0.12752,0.12773
1619883000000.0,0.12773,0.12839,0.12764,0.12835
1619883300000.0,0.12835,0.1286,0.12832,0.12857
1619883600000.0,0.12856,0.12868,0.12809,0.12868
1619883900000.0,0.12867,0.12892,0.12865,0.12885
1619884200000.0,0.12885,0.12909,0.12872,0.12876
1619884500000.0,0.12879,0.12897,0.12866,0.12882
1619884800000.0,0.12883,0.12934,0.12883,0.12917
1619885100000.0,0.12915,0.1294,0.12872,0.12875
1619885400000.0,0.12871,0.12919,0.12834,0.12918
1619885700000.0,0.12919,0.12978,0.12918,0.12956
1619886000000.0,0.12957,0.12963,0.12934,0.12951
1619886300000.0,0.12951,0.12956,0.129,0.12945
1619886600000.0,0.12942,0.12946,0.12902,0.1292
1619886900000.0,0.12917,0.1294,0.12912,0.12938
1619887200000.0,0.12938,0.1295,0.12926,0.1295
1619887500000.0,0.1295,0.1295,0.12934,0.12942
1619887800000.0,0.12945,0.12966,0.1294,0.12965
1619888100000.0,0.12965,0.12999,0.12963,0.12985
1619888400000.0,0.12984,0.13026,0.12984,0.13016
1619888700000.0,0.13015,0.13015,0.12981,0.12988
1619889000000.0,0.12987,0.13007,0.12963,0.12977
1619889300000.0,0.12976,0.12976,0.1294,0.12962
1619889600000.0,0.12964,0.12985,0.12955,0.12977
1619889900000.0,0.12978,0.13,0.12968,0.13
1619890200000.0,0.13,0.13008,0.12975,0.12993
1619890500000.0,0.12993,0.13002,0.12963,0.12965
1619890800000.0,0.12965,0.12985,0.1294,0.12977
1619891100000.0,0.12976,0.12988,0.12935,0.1294
1619891400000.0,0.1294,0.12975,0.12918,0.12926
1619891700000.0,0.12924,0.1294,0.12918,0.12922
1619892000000.0,0.12924,0.12948,0.12908,0.12941
1619892300000.0,0.12942,0.12949,0.12912,0.12922
1619892600000.0,0.12922,0.12943,0.1292,0.12939
1619892900000.0,0.12939,0.12966,0.12921,0.12956
1619893200000.0,0.12959,0.12987,0.12955,0.12983
1619893500000.0,0.12982,0.13009,0.12982,0.12996
1619893800000.0,0.12997,0.13002,0.12979,0.13
1619894100000.0,0.12998,0.13017,0.1297,0.12975
1619894400000.0,0.1297,0.12994,0.12928,0.12958
1619894700000.0,0.12956,0.13,0.12953,0.12988
1619895000000.0,0.12989,0.13016,0.1298,0.13012
1619895300000.0,0.13013,0.1303,0.1301,0.13022
1619895600000.0,0.13022,0.13023,0.12977,0.12989
1619895900000.0,0.1299,0.13,0.1298,0.12998
1619896200000.0,0.12993,0.12999,0.12977,0.12982
1619896500000.0,0.12981,0.1299,0.12964,0.12989
1619896800000.0,0.1299,0.12992,0.12967,0.12971
1619897100000.0,0.1297,0.1302,0.12968,0.13004
1619897400000.0,0.13004,0.13004,0.12956,0.12961
1619897700000.0,0.1296,0.12987,0.12939,0.12979
1619898000000.0,0.12978,0.12981,0.12947,0.12966
1619898300000.0,0.12967,0.12976,0.12952,0.1296
1619898600000.0,0.12958,0.13002,0.12954,0.1299
1619898900000.0,0.12988,0.13013,0.1297,0.12974
1619899200000.0,0.12974,0.12977,0.1295,0.12953
1619899500000.0,0.12953,0.1298,0.12948,0.12966
1619899800000.0,0.12966,0.12982,0.1296,0.12975
1619900100000.0,0.12975,0.13,0.12959,0.12971
1619900400000.0,0.1297,0.12978,0.12959,0.12975
1619900700000.0,0.12973,0.12982,0.12963,0.12975
1619901000000.0,0.12974,0.12992,0.12973,0.12983
1619901300000.0,0.12984,0.12989,0.12953,0.12969
1619901600000.0,0.12969,0.12972,0.12953,0.12959
1619901900000.0,0.12959,0.12995,0.12955,0.12991
1619902200000.0,0.12992,0.12995,0.12962,0.12988
1619902500000.0,0.12989,0.12997,0.12977,0.1299
1619902800000.0,0.1299,0.12995,0.12967,0.12992
1619903100000.0,0.12992,0.13013,0.12988,0.13011
1619903400000.0,0.13011,0.13017,0.12999,0.13007
1619903700000.0,0.13006,0.13018,0.12968,0.12972
1619904000000.0,0.12972,0.12973,0.1294,0.12944
1619904300000.0,0.12946,0.12953,0.1294,0.12942
1619904600000.0,0.12942,0.1297,0.12939,0.12968
1619904900000.0,0.12968,0.13004,0.12962,0.12997
1619905200000.0,0.12997,0.13008,0.12947,0.12948
1619905500000.0,0.12948,0.12953,0.12901,0.12904
1619905800000.0,0.12904,0.12915,0.12857,0.12857
1619906100000.0,0.12858,0.12901,0.12857,0.1288
1619906400000.0,0.1288,0.12895,0.12844,0.12893
1619906700000.0,0.12894,0.12919,0.12887,0.12896
1619907000000.0,0.12896,0.129,0.12862,0.12898
1619907300000.0,0.12897,0.12959,0.12897,0.12941
1619907600000.0,0.1294,0.12961,0.1293,0.12938
1619907900000.0,0.1294,0.12981,0.12928,0.12965
1619908200000.0,0.12966,0.13,0.12943,0.12999
1619908500000.0,0.12998,0.13032,0.12991,0.13029
1619908800000.0,0.13029,0.13032,0.13001,0.13015
1619909100000.0,0.13015,0.13063,0.13015,0.13058
1619909400000.0,0.13055,0.13065,0.13038,0.13054
1619909700000.0,0.13057,0.13069,0.13034,0.13068
1619910000000.0,0.13068,0.1308,0.13041,0.13056
1619910300000.0,0.13057,0.13077,0.13056,0.1307
1619910600000.0,0.1307,0.13116,0.13063,0.13109
1619910900000.0,0.1311,0.13144,0.13062,0.13075
1619911200000.0,0.13075,0.1316,0.13073,0.1316
1619911500000.0,0.1316,0.13163,0.13112,0.13122
1619911800000.0,0.13124,0.13126,0.1308,0.13101
1619912100000.0,0.13101,0.13118,0.131,0.13106
1619912400000.0,0.13105,0.13111,0.13075,0.13089
1619912700000.0,0.13088,0.13092,0.13055,0.13075
1619913000000.0,0.13075,0.1312,0.13067,0.1311
1619913300000.0,0.1311,0.1312,0.13084,0.13112
1619913600000.0,0.13111,0.13125,0.1308,0.13105
1619913900000.0,0.13105,0.13116,0.13003,0.13027
1619914200000.0,0.13027,0.13058,0.13007,0.13035
1619914500000.0,0.13038,0.13045,0.1301,0.13027
1619914800000.0,0.13028,0.13041,0.12996,0.13017
1619915100000.0,0.13017,0.13033,0.12995,0.12995
1619915400000.0,0.12996,0.13005,0.12953,0.12997
1619915700000.0,0.12998,0.13003,0.12958,0.12965
1619916000000.0,0.12966,0.12973,0.12943,0.12967
1619916300000.0,0.12967,0.13015,0.12962,0.12982
1619916600000.0,0.12983,0.13005,0.12972,0.12987
1619916900000.0,0.12988,0.13015,0.12962,0.12983
1619917200000.0,0.12983,0.12984,0.12918,0.12919
1619917500000.0,0.12919,0.12966,0.12898,0.12963
1619917800000.0,0.12964,0.12968,0.1293,0.12959
1619918100000.0,0.1296,0.12994,0.12955,0.12965
1619918400000.0,0.12966,0.13028,0.12966,0.13009
1619918700000.0,0.13009,0.13063,0.13008,0.13057
1619919000000.0,0.13057,0.13069,0.12998,0.13003
1619919300000.0,0.13004,0.1304,0.13,0.13017
1619919600000.0,0.13018,0.13024,0.12994,0.13
1619919900000.0,0.13001,0.13055,0.12994,0.13044
1619920200000.0,0.13044,0.1308,0.13044,0.13073
1619920500000.0,0.13073,0.13076,0.13055,0.13066
1619920800000.0,0.13063,0.13115,0.13063,0.13086
1619921100000.0,0.13086,0.13111,0.13069,0.13108
1619921400000.0,0.13109,0.13112,0.13093,0.1311
1619921700000.0,0.13111,0.13128,0.1311,0.13128
1619922000000.0,0.13129,0.13149,0.13123,0.13145
1619922300000.0,0.13147,0.13152,0.13134,0.13147
1619922600000.0,0.13147,0.13155,0.1313,0.13144
1619922900000.0,0.13144,0.1318,0.13143,0.1318
1619923200000.0,0.13177,0.13219,0.1317,0.1319
1619923500000.0,0.13191,0.13218,0.1316,0.13176
1619923800000.0,0.13178,0.1319,0.13144,0.13174
1619924100000.0,0.13175,0.13194,0.13143,0.13159
1619924400000.0,0.13159,0.13182,0.13151,0.13153
1619924700000.0,0.13153,0.13163,0.13134,0.13144
1619925000000.0,0.13144,0.13175,0.1314,0.13163
1619925300000.0,0.13162,0.13162,0.131,0.131
1619925600000.0,0.131,0.13133,0.1307,0.13086
1619925900000.0,0.13085,0.13086,0.13034,0.1304
1619926200000.0,0.13041,0.13046,0.12989,0.12995
1619926500000.0,0.12994,0.12995,0.128,0.12811
1619926800000.0,0.12811,0.12877,0.1281,0.12861
1619927100000.0,0.12864,0.12873,0.12795,0.12821
1619927400000.0,0.12818,0.12831,0.12641,0.12709
1619927700000.0,0.12709,0.12761,0.12661,0.12678
1619928000000.0,0.12677,0.12684,0.12505,0.12511
1619928300000.0,0.12511,0.12666,0.12508,0.12661
1619928600000.0,0.1266,0.12747,0.12644,0.12747
1619928900000.0,0.12744,0.12806,0.12716,0.12797
1619929200000.0,0.12797,0.12815,0.12713,0.12743
1619929500000.0,0.12743,0.12806,0.12712,0.12733
1619929800000.0,0.12734,0.12789,0.1273,0.12776
1619930100000.0,0.12774,0.12776,0.12731,0.12741
1619930400000.0,0.1274,0.12787,0.12705,0.1278
1619930700000.0,0.12778,0.128,0.1274,0.1278
1619931000000.0,0.1278,0.1283,0.1278,0.1281
1619931300000.0,0.12804,0.12858,0.12804,0.12839
1619931600000.0,0.12837,0.12856,0.1281,0.12812
1619931900000.0,0.1281,0.12839,0.12803,0.12835
1619932200000.0,0.12835,0.12851,0.12818,0.12843
1619932500000.0,0.12839,0.12848,0.12752,0.12799
1619932800000.0,0.12799,0.12865,0.12799,0.12861
1619933100000.0,0.12862,0.12905,0.12839,0.12886
1619933400000.0,0.12888,0.12893,0.12817,0.12839
1619933700000.0,0.12839,0.12854,0.12811,0.12817
1619934000000.0,0.12816,0.12841,0.12808,0.12833
1619934300000.0,0.12837,0.1285,0.12817,0.12829
1619934600000.0,0.12829,0.1285,0.12812,0.12821
1619934900000.0,0.12821,0.12837,0.12805,0.12805
1619935200000.0,0.12806,0.1285,0.12801,0.12847
1619935500000.0,0.12847,0.1285,0.12833,0.1285
1619935800000.0,0.12848,0.1285,0.12819,0.12821
1619936100000.0,0.1282,0.12876,0.1282,0.12855
1619936400000.0,0.12854,0.12888,0.12835,0.12835
1619936700000.0,0.12835,0.12859,0.12826,0.12842
1619937000000.0,0.12841,0.12863,0.12834,0.12846
1619937300000.0,0.12847,0.12865,0.12802,0.12815
1619937600000.0,0.12816,0.12836,0.12785,0.12786
1619937900000.0,0.12786,0.1283,0.12783,0.1282
1619938200000.0,0.12816,0.1283,0.1281,0.12815
1619938500000.0,0.12816,0.12823,0.12791,0.12814
1619938800000.0,0.12817,0.12822,0.12771,0.12799
1619939100000.0,0.12795,0.1283,0.12791,0.12816
1619939400000.0,0.12819,0.12824,0.12781,0.12788
1619939700000.0,0.12787,0.1279,0.12717,0.12724
1619940000000.0,0.12724,0.12767,0.12682,0.12694
1619940300000.0,0.12696,0.12722,0.12653,0.12667
1619940600000.0,0.12674,0.12684,0.12619,0.12683
1619940900000.0,0.12684,0.12698,0.12621,0.12663
1619941200000.0,0.12661,0.12721,0.12654,0.12665
1619941500000.0,0.12666,0.12716,0.12634,0.1264
1619941800000.0,0.1264,0.12704,0.1264,0.12664
1619942100000.0,0.12663,0.12694,0.1265,0.12672
1619942400000.0,0.12673,0.12716,0.12666,0.12701
1619942700000.0,0.12701,0.12702,0.12616,0.12622
1619943000000.0,0.12622,0.12624,0.12564,0.12595
1619943300000.0,0.12596,0.12652,0.12552,0.12606
1619943600000.0,0.12606,0.12641,0.12563,0.12572
1619943900000.0,0.12572,0.12628,0.1254,0.12553
1619944200000.0,0.1255,0.12613,0.12542,0.12548
1619944500000.0,0.12546,0.12618,0.1253,0.12616
1619944800000.0,0.12616,0.12633,0.1256,0.1256
1619945100000.0,0.12558,0.12648,0.12556,0.1264
1619945400000.0,0.12641,0.12684,0.12637,0.12651
1619945700000.0,0.12639,0.12666,0.12617,0.12658
1619946000000.0,0.12657,0.12665,0.12607,0.12636
1619946300000.0,0.12634,0.12684,0.12633,0.12679
1619946600000.0,0.1268,0.12684,0.12632,0.1265
1619946900000.0,0.12647,0.12664,0.1262,0.12625
1619947200000.0,0.12621,0.12637,0.12566,0.12606
1619947500000.0,0.12607,0.12623,0.12577,0.12594
1619947800000.0,0.12594,0.12594,0.12562,0.12575
1619948100000.0,0.12577,0.12623,0.12574,0.12602
1619948400000.0,0.12601,0.12607,0.1257,0.12607
1619948700000.0,0.12607,0.12649,0.1256,0.12641
1619949000000.0,0.12641,0.12668,0.12622,0.12663
1619949300000.0,0.12664,0.12674,0.12643,0.12674
1619949600000.0,0.12672,0.1268,0.12644,0.12675
1619949900000.0,0.1268,0.12711,0.12674,0.127
1619950200000.0,0.12701,0.12763,0.12701,0.12763
1619950500000.0,0.12761,0.128,0.12756,0.12796
1619950800000.0,0.12796,0.12796,0.12749,0.12752
1619951100000.0,0.12754,0.12771,0.12741,0.12758
1619951400000.0,0.12759,0.12767,0.12732,0.12757
1619951700000.0,0.12757,0.12794,0.12734,0.12776
1619952000000.0,0.12778,0.12812,0.12775,0.12781
1619952300000.0,0.1278,0.12799,0.12768,0.12775
1619952600000.0,0.12778,0.12793,0.12768,0.12788
1619952900000.0,0.12787,0.12812,0.12785,0.12803
1619953200000.0,0.128,0.12807,0.12781,0.12793
1619953500000.0,0.12788,0.12798,0.12784,0.12794
1619953800000.0,0.12794,0.12804,0.12786,0.12801
1619954100000.0,0.12801,0.1281,0.12786,0.12803
1619954400000.0,0.12802,0.12805,0.12765,0.12782
1619954700000.0,0.12783,0.12794,0.12763,0.12767
1619955000000.0,0.12765,0.12794,0.12763,0.12772
1619955300000.0,0.12771,0.12801,0.12768,0.12786
1619955600000.0,0.12787,0.12792,0.12722,0.12755
1619955900000.0,0.12759,0.12799,0.12749,0.12782
1619956200000.0,0.12782,0.12794,0.12779,0.12791
1619956500000.0,0.12791,0.12831,0.12789,0.12827
1619956800000.0,0.12826,0.12854,0.12817,0.12818
1619957100000.0,0.12818,0.12822,0.1279,0.12792
1619957400000.0,0.12792,0.12796,0.12765,0.12772
1619957700000.0,0.12774,0.1281,0.12757,0.12789
1619958000000.0,0.12787,0.12814,0.12785,0.12811
1619958300000.0,0.1281,0.12835,0.12771,0.12829
1619958600000.0,0.12829,0.12855,0.12813,0.12819
1619958900000.0,0.12819,0.1284,0.12815,0.12825
1619959200000.0,0.12826,0.12835,0.12795,0.12801
1619959500000.0,0.12801,0.12822,0.12792,0.12805
1619959800000.0,0.12805,0.1281,0.128,0.12804
1619960100000.0,0.12808,0.12809,0.12788,0.12797
1619960400000.0,0.12797,0.12831,0.12756,0.1279
1619960700000.0,0.12783,0.12797,0.12751,0.12759
1619961000000.0,0.12758,0.12782,0.12752,0.12779
1619961300000.0,0.1278,0.1279,0.12768,0.1279
1619961600000.0,0.1279,0.12798,0.1276,0.12779
1619961900000.0,0.12776,0.12797,0.1277,0.12782
1619962200000.0,0.12781,0.128,0.12775,0.12791
1619962500000.0,0.12791,0.12795,0.12751,0.12755
1619962800000.0,0.12754,0.12768,0.12732,0.1275
1619963100000.0,0.12752,0.12752,0.127,0.12708
1619963400000.0,0.12707,0.12725,0.127,0.12713
1619963700000.0,0.12714,0.12765,0.12708,0.12759
1619964000000.0,0.1276,0.12792,0.12754,0.12791
1619964300000.0,0.12791,0.12792,0.12742,0.1276
1619964600000.0,0.12762,0.12762,0.12736,0.12745
1619964900000.0,0.12745,0.12752,0.12723,0.12751
1619965200000.0,0.12751,0.12753,0.12734,0.12745
1619965500000.0,0.12744,0.12745,0.12731,0.12736
1619965800000.0,0.12735,0.12746,0.1272,0.12738
1619966100000.0,0.12737,0.12805,0.12736,0.12803
1619966400000.0,0.12804,0.12809,0.12768,0.12772
1619966700000.0,0.12771,0.1282,0.12764,0.12815
1619967000000.0,0.12814,0.12821,0.12776,0.12794
1619967300000.0,0.12794,0.1281,0.12782,0.12796
1619967600000.0,0.12796,0.12807,0.12772,0.12787
1619967900000.0,0.12792,0.12802,0.12746,0.12767
1619968200000.0,0.12765,0.12792,0.12761,0.1278
1619968500000.0,0.12778,0.12798,0.12768,0.12777
1619968800000.0,0.12778,0.12805,0.12756,0.12797
1619969100000.0,0.12796,0.12808,0.1276,0.1276
1619969400000.0,0.12761,0.12775,0.1275,0.12756
1619969700000.0,0.12756,0.12775,0.12742,0.12757
1619970000000.0,0.12758,0.12788,0.12745,0.12778
1619970300000.0,0.12779,0.12794,0.12759,0.12782
1619970600000.0,0.12781,0.12795,0.1277,0.12771
1619970900000.0,0.1277,0.12793,0.1277,0.12778
1619971200000.0,0.12778,0.12795,0.12742,0.12753
1619971500000.0,0.12753,0.12799,0.127,0.12797
1619971800000.0,0.12796,0.12832,0.12782,0.12808
1619972100000.0,0.12809,0.12818,0.1278,0.12795
1619972400000.0,0.12798,0.12802,0.12757,0.12764
1619972700000.0,0.12764,0.12767,0.12722,0.12722
1619973000000.0,0.12724,0.12755,0.12715,0.12732
1619973300000.0,0.12733,0.12787,0.12712,0.12769
1619973600000.0,0.12769,0.12784,0.12769,0.12777
1619973900000.0,0.12777,0.12777,0.12755,0.12771
1619974200000.0,0.12772,0.1279,0.12751,0.12759
1619974500000.0,0.12759,0.12795,0.12755,0.12787
1619974800000.0,0.12789,0.12798,0.12751,0.12777
1619975100000.0,0.12775,0.12801,0.12759,0.12792
1619975400000.0,0.12792,0.12806,0.1279,0.12803
1619975700000.0,0.12805,0.12825,0.12802,0.12819
1619976000000.0,0.1282,0.12825,0.12808,0.12824
1619976300000.0,0.12823,0.12825,0.1281,0.12817
1619976600000.0,0.12819,0.12849,0.12819,0.12846
1619976900000.0,0.12845,0.12865,0.12839,0.12863
